NOCB;CHF;NOK;20200924;1030.66;100;1
NOCB;CNY;NOK;20200924;139.6;100;1
NOCB;EUR;NOK;20200924;11.1023;1;1
NOCB;USD;NOK;20200924;9.534;1;1
